pct,epoch,train_loss,val_miou,val_acc,lr,iou_road,iou_person,iou_car,iou_building,iou_vegetation
10,1,0.138121571794555,0.6310622096061707,0.9371151343345588,1.9999999999999998e-05,0.9737125039100647,0.6168577075004578,0.898076057434082,0.8858895301818848,0.891287088394165
10,2,0.12506560127980806,0.6369280815124512,0.9369651653354081,3.9999999999999996e-05,0.9741799831390381,0.6271528601646423,0.8991982936859131,0.8835138082504272,0.890321671962738
10,3,0.1291251146813502,0.6103272438049316,0.9320315787476603,6e-05,0.9715622663497925,0.6156750321388245,0.8977211117744446,0.88297039270401,0.8738803863525391
10,4,0.1231317012444944,0.6416026949882507,0.9387740589647021,5.979715073225829e-05,0.9738516211509705,0.6387130618095398,0.9056780934333801,0.8874717950820923,0.8940220475196838
10,5,0.11274383916846804,0.6403664946556091,0.9383989008997196,5.919134611739472e-05,0.9753887057304382,0.621084451675415,0.9047096371650696,0.883556604385376,0.8926772475242615
10,6,0.11337063879378743,0.6335335969924927,0.9376807484043679,5.819077862357725e-05,0.9735073447227478,0.6319963932037354,0.8882808685302734,0.8876115083694458,0.8947774171829224
10,7,0.11107687448226922,0.6385802030563354,0.9381123640523107,5.680897920970237e-05,0.9740313291549683,0.6307212710380554,0.9006730318069458,0.8848519921302795,0.894751250743866
10,8,0.10986804096279917,0.6276420950889587,0.9375570407751307,5.50646343423881e-05,0.9734026193618774,0.6225179433822632,0.9020124077796936,0.8870589733123779,0.8931976556777954
10,9,0.10594964387348375,0.6426097750663757,0.9395471073203514,5.298133329356934e-05,0.9755440354347229,0.6344617605209351,0.9005423188209534,0.8881117105484009,0.8959696888923645
10,10,0.10333846413807289,0.6438214778900146,0.9392883019560888,5.0587249136062016e-05,0.9760198593139648,0.6340422034263611,0.9044562578201294,0.8852646946907043,0.8949147462844849
10,11,0.10028257789845402,0.6412787437438965,0.9392932139664747,4.791475775108359e-05,0.975461483001709,0.630649983882904,0.9072372317314148,0.8845898509025574,0.8961666822433472
10,12,0.10239251932078922,0.6476428508758545,0.9393167139664288,4.5e-05,0.9758092761039734,0.6328079104423523,0.9059549570083618,0.8860934376716614,0.8950933218002319
10,13,0.10122624077406284,0.6397772431373596,0.939373468189448,4.1882392981174704e-05,0.9756779074668884,0.6302556991577148,0.9034755825996399,0.8879501819610596,0.8951178193092346
10,14,0.09659478023044162,0.6429000496864319,0.9391708543045635,3.860409698133271e-05,0.9759960174560547,0.6334921717643738,0.9017804861068726,0.8883486986160278,0.8948603272438049
10,15,0.09556895476841443,0.6346231698989868,0.9393644555664843,3.520944533000792e-05,0.976106584072113,0.634548544883728,0.905142068862915,0.8868575692176819,0.8957313895225525
10,16,0.09604819544364472,0.6408665180206299,0.9395493626572692,3.174434486731428e-05,0.9763774275779724,0.632895290851593,0.9055981040000916,0.8845707178115845,0.8962743282318115
10,17,0.094961440794774,0.6346859931945801,0.9389969534324317,2.8255655132685727e-05,0.97541344165802,0.6258190274238586,0.9048925042152405,0.8872995376586914,0.8954750895500183
10,18,0.09257000923861523,0.6345928907394409,0.9392791279260343,2.479055466999209e-05,0.9759636521339417,0.6323845386505127,0.9057087898254395,0.8853724002838135,0.8961156606674194
10,19,0.09312069622447362,0.6312229633331299,0.9390423393614318,2.13959030186673e-05,0.9757458567619324,0.6359241604804993,0.9036377668380737,0.8854396343231201,0.8953174948692322
10,20,0.09219538579015313,0.6373035907745361,0.9395283361119232,1.8117607018825294e-05,0.9758320450782776,0.637717068195343,0.9055574536323547,0.8861820697784424,0.896487832069397
